epoch,acc,loss,val_acc,val_loss
0,0.006833333333333334,4.788126324971517,0.007692307692307693,12.341927970317139
1,0.006333333333333333,4.787165987650553,0.007808857808857809,9.946741777255541
2,0.010916666666666667,4.776643733978272,0.024592074592074593,11.176703887441498
3,0.016166666666666666,4.713668028513591,0.02435897435897436,12.428290872640543
4,0.0205,4.644656536102295,0.021678321678321677,13.30721427721855
5,0.022,4.602403724670411,0.022144522144522144,13.569653594188201
6,0.02275,4.577251537322998,0.020745920745920746,13.5187485923856
7,0.025583333333333333,4.572869213104248,0.02097902097902098,13.557306962802416
8,0.024833333333333332,4.565740236918131,0.021794871794871794,13.817327858184601
9,0.024333333333333332,4.561471800486247,0.022027972027972027,13.786598356286962
10,0.02775,4.561777530670166,0.021794871794871794,13.80146539905966
11,0.02525,4.561947755177815,0.021678321678321677,13.81362675131062
12,0.026916666666666665,4.561161078135172,0.021678321678321677,13.812607481096174
13,0.0255,4.560696165720621,0.021794871794871794,13.814165665330865
14,0.025166666666666667,4.560540590922038,0.021794871794871794,13.814250087515735
15,0.025083333333333332,4.561450705210368,0.021794871794871794,13.814683892843606
16,0.026916666666666665,4.559112665812174,0.021794871794871794,13.814980886143681
17,0.0255,4.559378340403239,0.021794871794871794,13.815409192616567
18,0.026083333333333333,4.559639631907145,0.021794871794871794,13.815417100777436
19,0.026833333333333334,4.555570004781087,0.021794871794871794,13.815441341444608
20,0.025916666666666668,4.562377157847086,0.021794871794871794,13.81545727425244
21,0.025,4.563080563863118,0.021794871794871794,13.81545792870866
22,0.026916666666666665,4.560593858083089,0.021794871794871794,13.815458746778937
23,0.02575,4.5553220252990725,0.021794871794871794,13.815459692894995
24,0.025916666666666668,4.563332387288411,0.021794871794871794,13.815459696451823
