epoch,acc,loss,val_acc,val_loss
0,0.6365654771516228,0.6446598483925968,0.5021786492374728,2.1002453545686035
1,0.7515339899886969,0.5215486565497433,0.6361655773420479,3.2630046756698676
2,0.7790247053124495,0.4681120451444111,0.6459694989106753,3.4798852153658086
3,0.781204585822703,0.4590668018811665,0.5624546114742193,5.022855489948303
4,0.7915792023252058,0.4482390592137889,0.5297748729121278,6.175558063978723
5,0.7921443565315679,0.44348186303105164,0.5239651416122004,6.508222384736775
6,0.792305829161957,0.4439145821314645,0.5366739288307916,6.7630718822659315
7,0.790892943646052,0.44254804639232653,0.5177923021060276,7.113612322506042
8,0.7925076699499435,0.4420205684931852,0.5232389251997095,7.0986470379687425
9,0.7937187146778621,0.4454268957404776,0.5272331154684096,6.883375244029813
10,0.7975133214920072,0.4363446176706561,0.5159767610748003,7.177235013562523
11,0.7923865654771516,0.44375517948001414,0.5315904139433552,6.95915934688039
12,0.7892378491845632,0.44478820785266526,0.5210602759622367,7.069081383419799
13,0.791175520749233,0.43937480444383026,0.5152505446623094,7.121062647889469
14,0.7905296302276764,0.4447710410220046,0.5221496005809731,7.041368277742106
15,0.7960600678185048,0.4386927798695967,0.5196078431372549,7.093611604334569
16,0.7933957694170838,0.44340301896843215,0.5130718954248366,7.176441275735826
17,0.7937590828354594,0.4402205436031056,0.541757443718228,6.766187680313011
18,0.7912966252220248,0.4419490769589715,0.5079883805374001,7.291834165674236
19,0.7930324559987082,0.4403613749371194,0.5203340595497459,7.058541128231982
